ID_agence,nom_agence,Addresse,Telephone
0a619bc3-16de-4b38-a8cc-4fefd7cba7db,JEMAA SHAIM,OULED ABBOU - Bd. Hassan II N° 12 Ouled Abbou,+212545528768
e1bbfaf5-320d-4dfd-b94c-9dcfe5d9817b,ESSAFAA,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212505778350
b66dbed4-8331-4659-bbb1-84984a8f7b4a,LIGUE ARABE,ESSALAM - N° 77 quartier Essalam 24000,+212512903117
45428100-fffb-46e9-b15c-668a90de5327,ESSAFAA,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212515335942
bc7487d5-9099-4798-8dc2-35273ed066fe,AZEMMOUR,L.HNIA HAMRIA - BD DRISS BEN NACER,+212561557081
2e64e36a-f117-4805-9aaf-b56d69a9a401,ZAGORA,LIBERTE - AVENUE DE LA LIBERTE,+212542057830
8481efc5-5ce9-443c-9ab0-38916e38f0ef,OUMI RABII,AZEMMOUR - Bd Zerktouni Azemour,+212520445587
9775c4f1-a3e4-455f-ac9b-2f98586232b9,ANNASR,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212548997392
0acf51f7-f772-4fda-a3ad-ab54e3437a6d,BOUCHRIT,L.HNIA HAMRIA - BD DRISS BEN NACER,+212568268255
21f2b80d-aaf9-469f-9c37-68f487c69523,HAD OULAD FREJ,TATA - BD MOHAMMED V,+212503839019
e2f425c0-b2e7-47d6-899f-b4d19401a6b1,ZAOUIA,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212516839596
9fd2219e-09a6-4973-8ed0-22192d74533b,TINGHIR,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212563712147
eceeceb7-95a3-4b0f-bfc8-774ec3e0bfcf,BIR ANZARANE,AZEMMOUR - Bd Zerktouni Azemour,+212539358221
d21b77dd-3cdf-4ba0-8402-481467ab4cf0,SIDI OUASSEL,M HAITA (MRE) - ROUTE DE MARRAKECH,+212599458681
738508a5-7ca3-44a8-8544-525cb5a31630,BEN AHMED,KHEMIS ZEMAMRA - ROUTE DE TNINE GHARBIA 24200 KH.ZEMAMRA,+212538331966
e3bf9042-42fc-4859-8bc8-1238e4fa4385,TATA,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212539391565
6c782b90-e65e-402b-9db1-388e501f7e23,OUMI RABII,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212591553798
c2597e1b-6245-49c7-9d5a-ad85060b3504,LIGUE ARABE,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212581108987
91425d90-ef90-4e72-b307-c9da17425c77,L.HNIA HAMRIA,"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212568185059
ea176687-4d98-4084-ab07-deb9ec9eb555,JAWHARA,AZEMMOUR - Bd Zerktouni Azemour,+212518753381
2a43eedc-d6b0-4787-8de7-ebf9229ca909,SEBT GZOULA,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212549859736
0bec267d-9327-4ab2-a5cf-5ac675410e83,DEROUA,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212555485468
d20eb471-8c95-456a-a2bc-52e00923a05c,TISSIR,AZEMMOUR - Bd Zerktouni Azemour,+212586335137
c7561cf7-b5fa-4788-8497-05474a24fe7b,LIBERTE,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212510077139
32b40b28-0640-4249-a9f6-45293bb8bf10,BIR ANZARANE,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212591846024
2c93c181-64c4-41dd-89e5-2c17740d4843,JEMAA SHAIM,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212537967877
1edd30b3-73c9-4391-9b03-ed98f11d09fd,HASSAN 1er,TINGHIR - BD.MOHAMMED V,+212514491926
baae4e8b-bca2-47fd-b122-113157f7d718,HASSAN II,L.HNIA HAMRIA - BD DRISS BEN NACER,+212576894954
0b11ce81-1304-4c82-8ed1-06346710979f,OUALIDIA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212567086201
3bb739b6-2fc6-4793-a9f0-341c90e1833f,AZEMMOUR,AZEMMOUR - Bd Zerktouni Azemour,+212594596321
ae8c72b8-0bc2-4ebc-b64e-4420263ceabe,MOHAMED V,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212584347695
b6a4fda8-34ab-4fe7-a608-4f7c66f9f3ce,HAD OULAD FREJ,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212511516028
7a8a520d-dd71-4a24-8b24-573419642f9b,ZAGORA,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212517154761
bda539fd-777d-4a2a-a35e-b4713c382eac,LALLA ZAHRA,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212572055558
aaee5307-d464-45c5-896e-8683ca8dee27,LIBERTE,ANNASR - 64 Quartier Moulhia El Jadida 24000,+212504739640
5837a710-6987-4026-baca-451fe6a9408d,BEN AHMED,"JAWHARA - 7, Dachra imm. 3 route de Marrakech Provinced’El Jadida",+212572131972
e66c2504-c66c-44b6-95ba-3125fe7a41ec,M HAITA,"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212523996703
e760180b-feb7-47fa-bf1a-94066f952f3c,BIR JDID,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212511356929
24c38f22-7648-47a8-8325-23d78df71845,OULAD TEIMA,KHEMIS ZEMAMRA - ROUTE DE TNINE GHARBIA 24200 KH.ZEMAMRA,+212544596401
30a74bbe-931d-4b7f-9137-49545abe8121,LIBERTE,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212565144924
0ef765a8-ecd7-4ec9-96fb-88c09ef53bf2,OULAD SAID,"JAWHARA - 7, Dachra imm. 3 route de Marrakech Provinced’El Jadida",+212502300837
c4c96a2d-36f5-46ce-ab7f-549405c8f185,KHEMIS ZEMAMRA,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212549773292
02a0ea0d-a6ca-4a24-9556-84741f13e457,BIR JDID,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212530577577
d17dce3b-ae3b-4e35-aa88-55f59ca376f6,ANNASR,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212562634494
5de88a4c-1213-4223-833a-4e41a237c9c2,SIDI RAHAL PLAGE,"OULAD SAID - Lotissement El Kheir, Lot n° 36 – Oulad Said Centre – Route secondaire n°105 – Province de Settat",+212545869877
354607dd-9ec6-4480-a662-f12364008de9,JEMAA SHAIM,AZEMMOUR - Bd Zerktouni Azemour,+212556169674
4790490a-a911-489f-8f73-e51f43ed8383,BEN AHMED,"NASSIM - Bd, El Alaouiyines, 33 lot Nassim III El Jadida",+212511047749
c99d56b8-ecef-41d3-8a18-179f93363605,TISSIR,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212586865038
0d7549f6-7698-45aa-ac87-2a68451e5755,HAD OULAD FREJ,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212589096640
d47b409f-9b20-43bb-8a07-72d8d22f5f7c,AZEMMOUR,KHEMIS ZEMAMRA - ROUTE DE TNINE GHARBIA 24200 KH.ZEMAMRA,+212543615552
468033ef-b0a3-4b7d-afda-e8bdd0f2f526,L.HNIA HAMRIA,BERRECHID - 34.AVENUE MOHAMMED V,+212562899931
a661d654-a52c-4eed-9dd7-6d88e4495d99,L.HNIA HAMRIA,BIADA - Rue Atlas Quartier BIADA,+212598707097
04c41e25-9d49-43d0-97b9-32f1a172340c,IBN BATTOUTA,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212501112131
7b2f4412-7d7d-42ed-bc3d-ece7d9101b83,BIR ANZARANE,BIADA - Rue Atlas Quartier BIADA,+212528778755
3416f39c-70db-4df2-ad89-9d1e69ecaaff,TATA,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212555225391
d493b2f3-3d43-4aa1-a0e8-d05a992171c7,R’BAT,TATA - BD MOHAMMED V,+212586514461
d27af7a8-0c38-4465-a705-c625b1317df4,LIBERTE,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212544125644
01abab2d-4762-447b-8acd-f7bc19125472,BIR JDID,KHEMIS ZEMAMRA - ROUTE DE TNINE GHARBIA 24200 KH.ZEMAMRA,+212511595278
be499224-4b94-4254-b5ee-8f2421809dfb,HASSAN II,R’BAT - PLACE DE L’INDEPENDANCE,+212589356584
9601da3e-705d-4fe2-846a-48a8add8244a,BIR JDID,HASSAN 1er - Lotissement Essadaouia route de Tafraoute Tiznit,+212504061278
f292192d-e263-4f07-937a-06ffc7e8d626,BERRECHID,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212500466326
34b60ce9-8e8e-47cf-ad0f-f243aba661fa,MEDINA,OULED ABBOU - Bd. Hassan II N° 12 Ouled Abbou,+212574245677
53eaef6b-0411-486a-870f-abcb3b8b2e98,KHEMIS ZEMAMRA,AZEMMOUR - Bd Zerktouni Azemour,+212569620291
6b23516c-39b8-47f0-a29c-e46884115a19,JEMAA SHAIM,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212558447510
b3be31fb-f3c6-4926-bf55-8caa813e6766,OUMI RABII,ZAGORA - AVENUE MOHAMMED V,+212538620154
3da23c29-eb06-47e3-86ca-879d89412aa0,ZAGORA,ZAGORA - AVENUE MOHAMMED V,+212572331267
2c0a3fc2-fe2e-4174-b628-9429156647e7,MOKHTAR SOUSSI (MRE),LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212517124861
d745871b-f92e-4831-a44d-4852bd199e11,TINGHIR,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212529343096
91630cc0-6294-452c-a318-e87fac05ce8a,BERRECHID,AZEMMOUR - Bd Zerktouni Azemour,+212531402864
de5c53ac-3af1-474e-a5c5-2c93f6fa26a0,LALLA ZAHRA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212501668135
f1e86303-7d6f-4acb-9999-b070879f05f0,EL BROUJ,BERRECHID - 34.AVENUE MOHAMMED V,+212507692900
04d47b93-495c-4f1a-bc33-1e51afa11bfe,HAD SOUALEM,L.HNIA HAMRIA - BD DRISS BEN NACER,+212537776030
adaee991-ac5e-4c21-94e3-16ec7096887b,ANNASR,TAZNAKHT - CENTRE DE TAZNAKHT,+212507296702
11136c4b-2494-44e4-9213-4608ab5a4bb1,HAD OULAD FREJ,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212585355731
6c492955-3280-48c1-9c78-8c72297994d5,LIGUE ARABE,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212536084886
b0deb919-df19-4309-a99b-a3a78f9a0f31,OUMI RABII,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212534867607
aa35b7df-b6e1-4757-9fa8-440c6be41e44,TAZNAKHT,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212507852969
508416cd-6ad6-4f41-a5c3-99edf023e73e,BERRECHID,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212594011742
42a7cc23-21ce-44e8-be6f-6276ca502cfe,TATA,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212575184377
aede6166-12c5-4822-b99a-f3eda718b503,BERRECHID,IBN KHALDOUNE - 7 AV. HASSAN II & RUE IBN KHALD,+212544811938
b3ad3c36-0707-4022-91ba-65d3b1dcfa1a,LALLA ZAHRA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212523330137
166226d1-7c0f-4d0a-a856-873a1da7b491,R’BAT,"NASSIM - Bd, El Alaouiyines, 33 lot Nassim III El Jadida",+212566332884
5b3fe4b0-90cf-4e7d-96f5-9848ad58631b,M HAITA,DEROUA - Lot N°2 bis lotissement Khadija,+212508472305
7845c114-be5d-49d5-99d3-0f6db8e241db,KHEMIS ZEMAMRA,SEBT GZOULA - ROUTE KHEMIS N’GA SEBT GZOULA,+212508953504
83252150-23c5-4d26-9bf9-25c53ee24ae7,SAADA,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212551761202
3c3fcae5-93f3-4b99-8259-29619d056727,HAD OULAD FREJ,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212590270287
dbcccf88-3906-4147-b12d-0178687aa819,OUMI RABII,ESSALAM - N° 77 quartier Essalam 24000,+212538280102
9b9d1952-e8f4-48f9-b2dc-c8aa2379714f,MOKHTAR SOUSSI (MRE),EL BROUJ - BOULEVARD MOHAMMED V,+212583007518
ab0fbedc-a9d6-4c29-ba40-e54882386843,SEBT GZOULA,R’BAT - PLACE DE L’INDEPENDANCE,+212504383778
74d763b8-a6f0-440b-ac08-8c4f4e576c70,OUALIDIA,MOKHTAR SOUSSI (MRE) - AVENUE PRINCE HERITIER SIDI MED BP:44,+212523176064
904571f1-6851-4f35-95d1-561e84e524e3,ZAGORA,IBN KHALDOUNE - 7 AV. HASSAN II & RUE IBN KHALD,+212579709247
5e7a8e40-9ca2-4200-9a63-321cd9d1b4e9,OULED ABBOU,HAD OULAD FREJ - ROUTE SECONDAIRE N° 105 24300 H.OULED FREJ,+212522346833
7c910b78-e406-49ae-9bfc-e275d577659b,L.HNIA HAMRIA,EL BROUJ - BOULEVARD MOHAMMED V,+212511397630
2de87215-8b80-48b3-93c5-e6ab43132910,IBN KHALDOUNE,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212547848458
1a997982-2979-4751-8a31-d57816b9282d,M HAITA,TAZNAKHT - CENTRE DE TAZNAKHT,+212507539696
f53dbb8b-9a19-46ec-80a3-8a1a6579c1cc,KHEMIS ZEMAMRA,ANNASR - 64 Quartier Moulhia El Jadida 24000,+212507083532
56171325-5ae7-4d5e-a6b8-c2e5e1bd498c,KHEMIS ZEMAMRA,LIBERTE - AVENUE DE LA LIBERTE,+212590348787
2f6854c0-aa52-4021-bdae-78d0676597d7,EL BROUJ,MOHAMED V - PLACE MED V V N BP: 175,+212542918996
bb64cc05-96a6-4f46-a367-16b4c3980f98,BERRECHID,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212565300590
187477ec-6f82-4f6c-93a5-ef5b49c58d7d,HASSAN II,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212502179334
988e3d46-dac5-4586-9c15-ad60c195da8e,MOKHTAR SOUSSI (MRE),ANNASR - 64 Quartier Moulhia El Jadida 24000,+212506551321
42405266-917c-4dfa-9b48-c1025114875e,IBN BATTOUTA,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212524590057
d1228d17-7f97-4333-9335-2570b1e23f1a,TATA,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212580682497
0b46c6c8-d68e-416b-a4fc-d28a99b1f9ed,EL BROUJ,BIADA - Rue Atlas Quartier BIADA,+212572194353
7c3b0018-54e5-4db0-b625-51097bb52e98,LIGUE ARABE,R’BAT - PLACE DE L’INDEPENDANCE,+212503346916
ede6400b-ceea-43c9-aedd-e29055ad5dda,ESSALAM,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212556684303
0f8f7333-7b7f-43f0-83f1-fbf1722b0736,LIGUE ARABE,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212539383374
3335f3d8-606e-4bee-aeb8-c5bb89a17b1b,MOKHTAR SOUSSI (MRE),BERRECHID - 34.AVENUE MOHAMMED V,+212517190881
8d9a83f7-f997-44d1-9935-6663d24674ce,MIFTAH EL KHEIR,SEBT GZOULA - ROUTE KHEMIS N’GA SEBT GZOULA,+212589143558
af906085-f1d1-4201-ba30-351574259d51,MEDINA,MOHAMED V - PLACE MED V V N BP: 175,+212599160010
1bcb0a5f-f613-47c1-a6aa-46c60178b371,TINGHIR,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212529810296
ae374216-963c-4e41-b01c-2f12cab811c5,BEN AHMED,HASSAN 1er - Lotissement Essadaouia route de Tafraoute Tiznit,+212579185328
4b433bb7-b38d-4e35-961b-81211e27700a,HASSAN II,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212506242964
8d2c9045-3b3c-422f-8568-c3408944f162,IBN KHALDOUNE,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212509520608
c37746de-bd22-45db-b215-9075993f4ed2,ESSAFAA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212596500544
75c8c2e7-83bb-4c4b-bb04-ca9ff4177b10,TAZNAKHT,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212592316067
d79ffb70-beab-429c-bf12-a84caad9fa68,BOUCHRIT,M HAITA (MRE) - ROUTE DE MARRAKECH,+212512572600
b518cbcd-0b1b-4d33-9641-ffe7f3ffbcaa,SIDI OUASSEL,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212562596392
a37dbfa3-550f-47a5-bbc8-e5fa8ab7a004,LALLA ZAHRA,"JAWHARA - 7, Dachra imm. 3 route de Marrakech Provinced’El Jadida",+212562431118
a654d327-1216-45b1-adb1-0243530067fe,KHEMIS ZEMAMRA,"NASSIM - Bd, El Alaouiyines, 33 lot Nassim III El Jadida",+212504862699
fe9ecc8f-28c7-4b02-9bad-298761bd5abd,L.HNIA HAMRIA,MOHAMED V - PLACE MED V V N BP: 175,+212515120835
4c0dc109-d0bc-41f7-b22f-2e5b6258adbb,ESSALAM,HAD OULAD FREJ - ROUTE SECONDAIRE N° 105 24300 H.OULED FREJ,+212594412790
4073aec7-2d08-4302-b35e-a2ba3cc79faf,MOKHTAR SOUSSI (MRE),"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212512476611
26c3ba84-e501-46ae-b0ab-f5129a9be792,SEBT GZOULA,"MIFTAH EL KHEIR - Bd, Fkih Haskouri route Had Hrara Safi",+212504137556
614d1ab7-c2cf-4533-a91e-75be1dd70ff9,ZAGORA,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212534065026
d6671725-7184-4b6e-9705-277936116a8e,BIADA,MOKHTAR SOUSSI (MRE) - AVENUE PRINCE HERITIER SIDI MED BP:44,+212509514952
